Name,Season,Injury,from,until,Days,Games missed
Nkunku,22/23,Torn muscle fiber,"Mar 4, 2023","Apr 12, 2023",39 days,8
Nkunku,22/23,Fitness,"Feb 7, 2023","Feb 17, 2023",10 days,1
Nkunku,22/23,Torn lateral knee ligament,"Nov 15, 2022","Feb 6, 2023",83 days,12
Nkunku,22/23,Wrist injury,"Oct 17, 2022","Oct 20, 2022",3 days,1
Nkunku,21/22,Corona virus,"Dec 30, 2021","Jan 6, 2022",7 days,-
Nkunku,20/21,Back problems,"May 3, 2021","May 10, 2021",7 days,1
Nkunku,20/21,Ankle problems,"Dec 10, 2020","Jan 11, 2021",32 days,6
Palmer,21/22,Foot injury,"Jan 8, 2022","Apr 11, 2022",93 days,20
Palmer,20/21,Virus,"Jan 6, 2021","Jan 25, 2021",19 days,2
Sterling,22/23,Hamstring injury,"Mar 9, 2023","Apr 2, 2023",24 days,3
Sterling,22/23,Knee problems,"Feb 9, 2023","Feb 12, 2023",3 days,1
Sterling,22/23,Hamstring injury,"Jan 5, 2023","Feb 2, 2023",28 days,5
Sterling,20/21,Knock,"Jan 8, 2021","Jan 12, 2021",4 days,1
Sterling,20/21,Calf strain,"Nov 14, 2020","Nov 20, 2020",6 days,2
Sterling,19/20,Hamstring injury,"Feb 2, 2020","Feb 24, 2020",22 days,3
Sterling,18/19,Back injury,"Sep 2, 2018","Sep 14, 2018",12 days,2
Sterling,17/18,Hamstring injury,"Feb 13, 2018","Mar 11, 2018",26 days,6
Sterling,17/18,Back problems,"Nov 6, 2017","Nov 15, 2017",9 days,2
Sterling,16/17,Calf strain,"Oct 3, 2016","Oct 14, 2016",11 days,2
Sterling,15/16,Groin injury,"Mar 21, 2016","Apr 18, 2016",28 days,7
Sterling,14/15,Ankle injury,"Feb 8, 2015","Feb 19, 2015",11 days,3
Mudryk,23/24,Muscle strain,"Oct 27, 2023","Nov 3, 2023",7 days,2
Mudryk,23/24,unknown injury,"Aug 23, 2023","Aug 31, 2023",8 days,2
Mudryk,21/22,Knock,"Aug 10, 2021","Aug 15, 2021",5 days,2
Madueke,23/24,Muscle injury,"Sep 17, 2023","Sep 25, 2023",8 days,2
Madueke,22/23,Ankle injury,"Jul 28, 2022","Oct 17, 2022",81 days,21
Madueke,21/22,Muscle injury,"Apr 11, 2022","May 5, 2022",24 days,8
Madueke,21/22,Muscle injury,"Dec 9, 2021","Feb 7, 2022",60 days,9
Madueke,21/22,Muscle injury,"Oct 21, 2021","Dec 2, 2021",42 days,10
Madueke,21/22,Muscle injury,"Sep 20, 2021","Oct 14, 2021",24 days,6
Madueke,20/21,Knock,"Jan 25, 2021","Feb 25, 2021",31 days,8
Madueke,20/21,minor knock,"Jan 11, 2021","Jan 18, 2021",7 days,2
Madueke,18/19,minor knock,"May 2, 2019","May 9, 2019",7 days,2
Jackson,22/23,Hip problems,"Jan 7, 2023","Mar 4, 2023",56 days,16
Jackson,20/21,Thigh problems,"Oct 25, 2020","Nov 1, 2020",7 days,3
Jackson,20/21,Fitness,"Oct 9, 2020","Oct 11, 2020",2 days,1
Jackson,20/21,Muscle fiber tear,"Aug 1, 2020","Oct 9, 2020",69 days,1
Broja,23/24,Knee problems,"Oct 9, 2023","Nov 6, 2023",28 days,6
Broja,22/23,Cruciate ligament tear,"Dec 14, 2022","Sep 14, 2023",274 days,39
Broja,22/23,Knock,"Aug 15, 2022","Aug 25, 2022",10 days,1
Broja,21/22,Corona virus,"May 30, 2022","Jun 9, 2022",10 days,3
Broja,21/22,Fitness,"Nov 11, 2021","Nov 18, 2021",7 days,4
Broja,21/22,Ankle injury,"Oct 25, 2021","Nov 4, 2021",10 days,2
Broja,20/21,Corona virus,"Dec 14, 2020","Dec 21, 2020",7 days,2
Alisson,21/22,Corona virus,"Jan 1, 2022","Jan 8, 2022",7 days,1
Alisson,20/21,Ill,"Feb 1, 2021","Feb 5, 2021",4 days,1
Alisson,20/21,Hip injury,"Nov 29, 2020","Dec 12, 2020",13 days,3
Alisson,20/21,Shoulder injury,"Oct 3, 2020","Oct 23, 2020",20 days,5
Alisson,20/21,Ill,"Sep 21, 2020","Sep 27, 2020",6 days,1
Alisson,19/20,Hip injury,"Mar 1, 2020","May 20, 2020",80 days,3
Alisson,19/20,Calf injury,"Aug 10, 2019","Oct 16, 2019",67 days,15
Alisson,17/18,muscular problems,"May 18, 2018","May 22, 2018",4 days,1
Alisson,14/15,Muscle injury,"Jun 29, 2015","Jul 14, 2015",15 days,4
Kelleher,21/22,Hamstring injury,"Jun 15, 2022","Sep 28, 2022",105 days,9
Kelleher,21/22,Ill,"Oct 22, 2021","Nov 1, 2021",10 days,3
Adrián,21/22,Calf injury,"Dec 3, 2021","Jan 2, 2022",30 days,8
Adrián,15/16,Calf injury,"May 6, 2016","May 16, 2016",10 days,3
Konaté,23/24,Muscle injury,"Aug 25, 2023","Sep 14, 2023",20 days,2
Konaté,22/23,Muscle injury,"Jan 30, 2023","Feb 27, 2023",28 days,5
Konaté,22/23,Knee injury,"Aug 1, 2022","Sep 25, 2022",55 days,10
Konaté,20/21,Ankle injury,"Dec 17, 2020","Feb 4, 2021",49 days,9
Konaté,20/21,Torn muscle fiber,"Jul 1, 2020","Oct 15, 2020",106 days,15
Konaté,19/20,Torn muscle fiber,"May 22, 2020","Jun 5, 2020",14 days,3
Konaté,19/20,Torn muscle fiber,"Oct 3, 2019","Mar 11, 2020",160 days,35
Konaté,17/18,minor knock,"Dec 18, 2017","Dec 23, 2017",5 days,-
Konaté,17/18,Thigh problems,"Nov 9, 2017","Nov 16, 2017",7 days,4
van Dijk,22/23,Hamstring injury,"Jan 2, 2023","Feb 12, 2023",41 days,7
van Dijk,21/22,Rest,"Jun 6, 2022","Jun 16, 2022",10 days,3
van Dijk,21/22,Knee problems,"May 16, 2022","May 19, 2022",3 days,1
van Dijk,21/22,Corona virus,"Dec 16, 2021","Dec 27, 2021",11 days,3
van Dijk,20/21,Cruciate ligament tear,"Oct 19, 2020","Jun 30, 2021",254 days,57
van Dijk,19/20,Ill,"Dec 16, 2019","Dec 19, 2019",3 days,2
van Dijk,18/19,Ankle injury,"Apr 1, 2019","Apr 4, 2019",3 days,-
van Dijk,18/19,Ill,"Jan 21, 2019","Jan 28, 2019",7 days,-
van Dijk,18/19,Ill,"Jan 3, 2019","Jan 10, 2019",7 days,2
van Dijk,18/19,Rib fracture,"Oct 15, 2018","Oct 18, 2018",3 days,1
van Dijk,18/19,Knock,"Sep 24, 2018","Sep 27, 2018",3 days,1
van Dijk,17/18,Thigh problems,"Dec 21, 2017","Jan 15, 2018",25 days,6
van Dijk,16/17,Ankle injury,"Jan 26, 2017","Sep 14, 2017",231 days,30
van Dijk,14/15,Knock,"May 14, 2015","May 18, 2015",4 days,1
Gomez,22/23,Muscle injury,"Feb 21, 2023","Mar 14, 2023",21 days,5
Gomez,20/21,Patellar tendon problems,"Nov 11, 2020","Jun 30, 2021",231 days,39
Gomez,19/20,Knock,"Mar 1, 2020","Mar 2, 2020",1 days,-
Gomez,18/19,Ankle surgery,"Dec 5, 2018","Apr 8, 2019",124 days,25
Gomez,18/19,Knock,"Aug 5, 2018","Aug 11, 2018",6 days,-
Gomez,17/18,Ankle surgery,"May 8, 2018","Jul 1, 2018",54 days,7
Gomez,17/18,Ankle injury,"Mar 23, 2018","Apr 20, 2018",28 days,6
Gomez,16/17,Achilles tendon problems,"Jul 15, 2016","Nov 20, 2016",128 days,47
Gomez,15/16,Cruciate ligament injury,"Oct 12, 2015","Jun 2, 2016",234 days,104
Matip,22/23,Calf injury,"Oct 11, 2022","Oct 26, 2022",15 days,5
Matip,21/22,Ill,"Mar 3, 2022","Mar 7, 2022",4 days,1
Matip,21/22,Corona virus,"Dec 30, 2021","Jan 6, 2022",7 days,1
Matip,20/21,Ankle injury,"Jan 28, 2021","Jul 1, 2021",154 days,23
Matip,20/21,Groin problems,"Dec 28, 2020","Jan 21, 2021",24 days,5
Matip,20/21,Back problems,"Dec 14, 2020","Dec 17, 2020",3 days,1
Matip,20/21,bruise,"Oct 19, 2020","Nov 2, 2020",14 days,4
Matip,20/21,Thigh problems,"Sep 14, 2020","Oct 15, 2020",31 days,5
Matip,20/21,Ankle injury,"Jun 22, 2020","Jul 30, 2020",38 days,8
Matip,19/20,Knee injury,"Oct 28, 2019","Jan 16, 2020",80 days,19
Matip,18/19,Broken collarbone,"Dec 13, 2018","Jan 10, 2019",28 days,6
Matip,17/18,Hamstring injury,"Apr 2, 2018","Jul 2, 2018",91 days,11
Matip,17/18,Muscle injury,"Nov 30, 2017","Dec 25, 2017",25 days,6
Matip,16/17,Ankle injury,"Dec 12, 2016","Jan 9, 2017",28 days,6
Matip,16/17,Ankle injury,"Nov 28, 2016","Dec 5, 2016",7 days,2
Matip,14/15,Torn thigh muscle,"Feb 23, 2015","Mar 5, 2015",10 days,1
Matip,14/15,Broken foot,"Nov 27, 2014","Jan 1, 2015",35 days,6
Matip,14/15,Foot bruise,"Oct 20, 2014","Nov 20, 2014",31 days,7
Matip,14/15,Adductor injury,"Sep 11, 2014","Sep 22, 2014",11 days,3
Robertson,23/24,Shoulder injury,"Oct 12, 2023","Dec 31, 2023",80 days,17
Robertson,22/23,Knee injury,"Sep 8, 2022","Oct 10, 2022",32 days,4
Robertson,20/21,Hip injury,"Nov 14, 2020","Nov 18, 2020",4 days,2
Robertson,19/20,Ankle injury,"Nov 11, 2019","Nov 22, 2019",11 days,2
Robertson,18/19,Torn thigh muscle,"Jun 12, 2019","Jun 24, 2019",12 days,-
Robertson,18/19,Fracture of fibula shaft,"May 8, 2019","May 11, 2019",3 days,-
Robertson,18/19,Arm injury,"Feb 25, 2019","Feb 26, 2019",1 days,-
Robertson,18/19,Knock,"Dec 3, 2018","Dec 7, 2018",4 days,1
Robertson,17/18,Knock,"Mar 28, 2018","Mar 30, 2018",2 days,-
Robertson,16/17,Calf strain,"Oct 15, 2016","Nov 26, 2016",42 days,8
Tsimikas,23/24,Rest,"Nov 20, 2023","Nov 22, 2023",2 days,-
Tsimikas,22/23,Bruised ribs,"Mar 27, 2023","Mar 31, 2023",4 days,-
Tsimikas,20/21,Knee injury,"Dec 10, 2020","Jan 20, 2021",41 days,8
Tsimikas,20/21,Thigh problems,"Sep 25, 2020","Nov 3, 2020",39 days,12
Tsimikas,20/21,Quarantine,"Sep 4, 2020","Sep 19, 2020",15 days,2
Tsimikas,20/21,Fever,"Sep 2, 2020","Sep 4, 2020",2 days,1
Alexander-Arnold,23/24,Hamstring injury,"Sep 4, 2023","Sep 29, 2023",25 days,6
Alexander-Arnold,22/23,Ankle problems,"Oct 10, 2022","Oct 15, 2022",5 days,1
Alexander-Arnold,21/22,Hamstring injury,"Mar 17, 2022","Mar 31, 2022",14 days,3
Alexander-Arnold,21/22,Corona virus,"Jan 3, 2022","Jan 13, 2022",10 days,2
Alexander-Arnold,21/22,muscular problems,"Sep 27, 2021","Oct 14, 2021",17 days,4
Alexander-Arnold,21/22,Hamstring injury,"Jun 3, 2021","Jul 12, 2021",39 days,8
Alexander-Arnold,20/21,Calf injury,"Nov 9, 2020","Dec 7, 2020",28 days,8
Alexander-Arnold,19/20,Ill,"Oct 21, 2019","Oct 28, 2019",7 days,2
Alexander-Arnold,18/19,Back problems,"Mar 18, 2019","Apr 1, 2019",14 days,3
Alexander-Arnold,18/19,Knee injury,"Jan 10, 2019","Feb 11, 2019",32 days,5
Alexander-Arnold,18/19,Foot injury,"Dec 10, 2018","Dec 27, 2018",17 days,4
Bradley,23/24,Back injury,"Jul 25, 2023",-,125 days,19
Endo,22/23,concussion,"Nov 9, 2022","Nov 15, 2022",6 days,1
Endo,22/23,bruise,"Oct 3, 2022","Oct 6, 2022",3 days,-
Endo,21/22,Corona virus,"Apr 11, 2022","Apr 18, 2022",7 days,1
Endo,20/21,Knee injury,"Aug 27, 2020","Sep 3, 2020",7 days,-
Endo,18/19,Hamstring injury,"May 20, 2019","Jun 10, 2019",21 days,2
Endo,18/19,Hamstring injury,"Feb 7, 2019","Mar 28, 2019",49 days,8
Endo,17/18,Hip injury,"Mar 15, 2018","Mar 26, 2018",11 days,2
Endo,16/17,Ankle sprain,"May 1, 2017","May 4, 2017",3 days,1
Endo,16/17,Elbow injury,"Jun 27, 2016","Jul 4, 2016",7 days,1
Endo,15/16,Adductor pain,"Oct 5, 2015","Oct 8, 2015",3 days,1
Endo,13/14,Cruciate ligament injury,"Nov 14, 2013","Dec 12, 2013",28 days,5
Bajcetic,23/24,Calf injury,"Sep 29, 2023",-,59 days,11
Bajcetic,22/23,Adductor injury,"Mar 13, 2023","May 31, 2023",79 days,15
Bajcetic,21/22,Back injury,"Jan 23, 2022","Jun 30, 2022",158 days,18
Szoboszlai,21/22,Ankle problems,"Nov 21, 2021","Nov 25, 2021",4 days,1
Szoboszlai,20/21,Adductor pain,"Dec 22, 2020","Jul 1, 2021",191 days,60
Szoboszlai,18/19,Torn ankle ligaments,"Aug 17, 2018","Sep 13, 2018",27 days,9
Mac Allister,20/21,Back injury,"Feb 2, 2021","Feb 5, 2021",3 days,1
Mac Allister,20/21,Virus,"Nov 7, 2020","Dec 12, 2020",35 days,5
Gravenberch,22/23,Knee bruise,"Feb 2, 2023","Feb 12, 2023",10 days,2
Gravenberch,21/22,Ankle injury,"May 4, 2022","Jun 30, 2022",57 days,10
Gravenberch,21/22,Corona virus,"Feb 4, 2022","Feb 12, 2022",8 days,2
Gravenberch,20/21,Corona virus,"Sep 19, 2020","Oct 2, 2020",13 days,2
Jones,23/24,Thigh problems,"Nov 1, 2023","Nov 24, 2023",23 days,4
Jones,23/24,Ankle injury,"Aug 16, 2023","Aug 30, 2023",14 days,2
Jones,22/23,Stress reaction of the bone,"Sep 1, 2022","Oct 13, 2022",42 days,10
Jones,21/22,Eye injury,"Nov 2, 2021","Jan 2, 2022",61 days,16
Thiago,23/24,Fitness,"Oct 3, 2023",-,55 days,10
Thiago,22/23,Hip injury,"Apr 27, 2023","Oct 2, 2023",158 days,15
Thiago,22/23,Hip flexor problems,"Feb 11, 2023","Apr 7, 2023",55 days,10
Thiago,22/23,Hamstring injury,"Aug 6, 2022","Sep 4, 2022",29 days,6
Thiago,21/22,Thigh problems,"Feb 26, 2022","Mar 6, 2022",8 days,3
Thiago,21/22,Hip injury,"Dec 27, 2021","Feb 2, 2022",37 days,7
Thiago,21/22,Corona virus,"Dec 19, 2021","Dec 29, 2021",10 days,3
Thiago,21/22,Calf injury,"Sep 18, 2021","Oct 31, 2021",43 days,10
Thiago,20/21,Knee injury,"Oct 17, 2020","Dec 28, 2020",72 days,20
Thiago,20/21,Corona virus,"Sep 23, 2020","Oct 16, 2020",23 days,7
Thiago,19/20,Groin surgery,"Jun 11, 2020","Jul 4, 2020",23 days,5
Thiago,19/20,Groin problems,"May 10, 2020","Jun 5, 2020",26 days,4
Thiago,19/20,Cervical spine injury,"Aug 23, 2019","Aug 30, 2019",7 days,1
Thiago,18/19,muscular problems,"Jan 30, 2019","Feb 3, 2019",4 days,1
Thiago,18/19,Torn lateral ankle ligament,"Oct 31, 2018","Nov 28, 2018",28 days,7
Thiago,18/19,Toe injury,"Sep 18, 2018","Sep 20, 2018",2 days,1
Thiago,17/18,strain,"Mar 15, 2018","Mar 19, 2018",4 days,1
Thiago,17/18,Rest,"Feb 19, 2018","Feb 21, 2018",2 days,1
Thiago,17/18,Partial muscle tear,"Nov 23, 2017","Feb 12, 2018",81 days,13
Thiago,17/18,Knee bruise,"Nov 16, 2017","Nov 20, 2017",4 days,1
Thiago,17/18,Internal ligament strain,"Oct 9, 2017","Oct 12, 2017",3 days,-
Thiago,17/18,Pubic bone bruise,"Sep 21, 2017","Sep 25, 2017",4 days,1
Thiago,17/18,Injury to abdominal muscles,"Aug 3, 2017","Aug 21, 2017",18 days,3
Thiago,17/18,Calf injury,"Jul 20, 2017","Jul 31, 2017",11 days,-
Thiago,16/17,Hamstring injury,"Jan 9, 2017","Feb 2, 2017",24 days,2
Thiago,16/17,minor knock,"Oct 31, 2016","Nov 3, 2016",3 days,1
Thiago,16/17,muscular problems,"Sep 29, 2016","Oct 3, 2016",4 days,1
Thiago,16/17,minor knock,"Aug 18, 2016","Aug 22, 2016",4 days,1
Thiago,15/16,Ligament injury,"Nov 16, 2015","Dec 10, 2015",24 days,5
Thiago,15/16,influenza,"Aug 3, 2015","Aug 10, 2015",7 days,1
Thiago,14/15,Knock,"Apr 30, 2015","Apr 30, 2015",0 days,-
Thiago,14/15,Knee medial ligament tear,"Oct 16, 2014","Mar 19, 2015",154 days,37
Thiago,13/14,Knee medial ligament tear,"May 15, 2014","Oct 6, 2014",144 days,27
Thiago,13/14,Knee medial ligament tear,"Mar 31, 2014","May 5, 2014",35 days,11
Thiago,13/14,horse kiss,"Mar 20, 2014","Mar 24, 2014",4 days,1
Thiago,13/14,Syndesmotic ligament tear,"Aug 26, 2013","Nov 14, 2013",80 days,34
Thiago,13/14,Fever,"Aug 8, 2013","Aug 12, 2013",4 days,1
